"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"609","Yes",100,"Agreed","Never","Didn't work","less than 10 hours  ","Didn't work",0,0,1,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,0,0,1,0,1,"Good","Some challenges",71422.2091304402,2019.07658800649,49532.9340332281,"(45,55]","2","1","(3050,3150]",2021,"January"
"610","Yes",100,"Agreed","About half the time","Always","Didn't work","40+ hours",1,0,0,0,0,0,0,0,0,1,"Some small changes","Varying",0,0,1,0,0,0,0,0,0,1,0,1,"Good","Good",77824.9379738581,99686.4275638649,73658.7996208469,"(45,55]","1","1","(3150,3250]",2021,"January"
"611","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,1,0,0,0,0,1,1,0,"Significant challenges","Good",251974.047101533,1400.24834691132,232349.954174426,"(24,45]","2","1","(3050,3150]",2021,"January"
"612","Yes",100,"Agreed","About half the time","Most of the time","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,0,1,"Unpredictable","Varying",0,0,0,0,0,0,1,0,0,1,0,1,"Good","Good",1929.60130068777,71629.5746401928,59057.2220810713,"(24,45]","3","0","(3050,3150]",2021,"January"
"613","Yes",100,"Agreed","About half the time","Sometimes","40+ hours ","40+ hours",1,1,0,0,0,1,1,0,1,1,"No changes","Unpredictable",0,0,0,0,0,1,0,0,0,1,0,0,"Good","Good",65597.1121202704,73709.5975995167,60734.6086785388,"(45,55]","3","1","(3050,3150]",2021,"January"
"614","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,1,0,0,0,1,1,0,0,0,1,"Good","Good",74216.8415977989,-2551.37796298094,61219.6599990682,"(45,55]","1","1","(3050,3150]",2021,"January"
"615","Yes",100,"Agreed","Most of the time","Never","20-30 hours  ","Didn't work",1,0,0,0,0,1,0,0,0,0,"No changes","Unpredictable",0,0,1,1,0,0,0,0,0,1,0,1,"Good","Good",171442.495963463,185534.978267898,154669.429008857,"(55,80]","1","0","(3050,3150]",2021,"January"
"616","No",16.5,"Agreed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(45,55]","1","0",NA,NA,NA
"617","Yes",100,"Agreed","Never","Always","40+ hours ","less than 10 hours",1,0,1,0,0,0,0,0,1,0,"No changes","Some small changes",0,0,1,1,0,0,1,0,1,1,1,1,"Some challenges","Some challenges",73857.9333627408,81743.8924925919,55235.3186899808,"(24,45]","3","2","(3150,3250]",2021,"January"
"618","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,1,0,0,0,0,1,0,"Significant challenges","Significant challenges",103943.071272123,-2154.0220365196,92609.7539172127,"(55,80]","1","2","(3050,3150]",2021,"January"
"619","Yes",100,"Agreed","Didn't work","Didn't work","less than 10 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,1,0,1,0,0,0,1,0,1,"Good","Some challenges",124770.139089983,3454.44193940947,102092.052133061,"(55,80]","2","More than 2","(3000,3050]",2021,"January"
"620","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",0,1,0,0,0,0,0,0,0,0,"No changes","Some small changes",0,0,1,0,0,0,0,0,1,1,0,0,"Good","Significant challenges",146330.731552905,161002.335930701,130826.334798478,"(24,45]","3","0","(3050,3150]",2021,"January"
"621","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",0,0,0,0,0,0,0,1,0,0,"Varying","Unpredictable",0,1,0,0,0,0,0,0,1,0,0,0,"Some challenges","Some challenges",148985.203272669,143972.29996959,128733.596530341,"(45,55]","More than 3","2","(3150,3250]",2021,"January"
"622","Yes",100,"Agreed","Never","About half the time","less than 10 hours  ","Didn't work",1,0,0,0,1,0,0,0,1,0,"Some small changes","Unpredictable",0,0,0,1,1,1,0,0,0,1,0,1,"Good","Some challenges",89071.4692714851,81292.1105231709,69780.3846080068,"(24,45]","1","1","(3150,3250]",2021,"January"
"623","Yes",100,"Agreed","Never","About half the time","10-20 hours  ","20-30 hours",1,1,0,0,1,1,0,0,1,1,"No changes","No changes",0,0,0,0,0,1,0,0,0,1,0,1,"Good","Some challenges",101231.148206034,100653.776751676,76912.4357852266,"(45,55]","2","1","(3150,3250]",2021,"January"
"624","Yes",100,"Agreed","About half the time","Sometimes","40+ hours ","30-40 hours",0,1,0,1,1,0,0,0,1,0,"No changes","No changes",0,0,1,0,0,0,0,0,0,1,0,1,"Good","Some challenges",109783.342247298,108999.868199846,97933.7860368478,"(45,55]","More than 3","1","(3050,3150]",2021,"January"
"625","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,1,0,0,0,0,0,0,0,0,"No changes","No changes",0,0,1,1,1,1,1,0,0,0,0,1,"Some challenges","Good",80436.6672699207,77426.1540399413,62479.2270526671,"(55,80]","3","1","(3150,3250]",2021,"January"
"626","Yes",100,"Agreed","Always","Always","40+ hours ","10-20 hours",1,0,0,0,0,0,0,0,1,0,"Some small changes","Varying",0,0,1,0,0,0,1,0,1,1,1,1,"Some challenges","Good",168628.092590734,172126.862234059,147425.174119765,"(55,80]","2","0","(3050,3150]",2021,"January"
"627","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,1,0,0,1,1,0,0,0,0,1,"Good","Some challenges",235532.218599796,-2938.59947346372,213698.991054571,"(55,80]","2","1","(3000,3050]",2021,"January"
"628","Yes",100,"Agreed","Sometimes","Always","10-20 hours  ","20-30 hours",1,0,0,0,0,0,0,0,1,1,"No changes","Some small changes",0,0,0,0,0,0,0,0,0,0,0,0,"Significant challenges","Significant challenges",83890.5691832136,89269.4333985155,72228.463303417,"(45,55]","2","1","(3000,3050]",2021,"January"
"629","Yes",100,"Agreed","About half the time","Never","Didn't work","40+ hours",1,0,0,0,0,1,0,0,1,0,"No changes","Varying",1,0,1,1,0,0,1,0,0,1,1,0,"Significant challenges","Some challenges",65456.9893273895,66182.90910481,55145.6628219952,"(55,80]","3","2","(3050,3150]",2021,"January"
"630","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,0,0,1,0,0,"Some challenges","Some challenges",224159.571245789,-1283.4742767887,205103.929673395,"(24,45]","3","0","(3000,3050]",2021,"January"
"631","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",1,0,1,0,0,0,0,0,1,0,"No changes","Some small changes",0,0,1,0,0,0,0,0,0,1,0,1,"Good","Significant challenges",267412.836063653,276598.320423136,242757.686716228,"(55,80]","More than 3","2","(3050,3150]",2021,"January"
"632","Yes",100,"Agreed","Most of the time","Always","40+ hours ","Didn't work",0,0,1,0,0,0,0,0,0,0,"No changes","Varying",0,0,1,0,0,0,1,0,1,1,0,0,"Some challenges","Some challenges",215848.412139666,217618.414707958,194952.600826258,"(55,80]","2","More than 2","(3000,3050]",2021,"January"
"633","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,0,0,"Some small changes","Varying",0,0,1,1,0,0,0,0,0,1,0,0,"Significant challenges","Significant challenges",99514.1452049557,101251.739342449,83126.1651433908,"(45,55]","2","1","(3050,3150]",2021,"January"
"634","No",22,"Agreed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(55,80]","1","0","(3000,3050]",NA,NA
"635","Yes",100,"Agreed","Never","Always","less than 10 hours  ","Didn't work",1,0,0,0,0,1,1,1,0,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,0,0,1,"Good","Some challenges",193875.178707256,185201.326842189,173524.236082001,"(24,45]","3","2","(3050,3150]",2021,"January"
"636","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",0,0,0,0,0,0,0,0,1,0,"No changes","Varying",0,0,1,0,0,0,1,0,0,1,0,1,"Significant challenges","Significant challenges",150066.897139655,150089.185913219,139514.891899102,"(45,55]","2","2","(3050,3150]",2021,"January"
"637","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,1,1,1,0,1,1,0,"No changes","No changes",0,0,1,0,0,0,0,0,0,0,0,1,"Significant challenges","Significant challenges",123079.852941972,129521.236203275,106979.859992995,"(24,45]","1","2","(3050,3150]",2021,"January"
"638","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,1,1,0,0,1,1,"Some small changes","Unpredictable",0,0,0,0,0,0,1,0,0,1,0,0,"Good","Some challenges",164020.212550605,182612.938128399,147375.434886855,"(55,80]","3","1","(3050,3150]",2021,"January"
"639","Yes",100,"Agreed","Always","Never","40+ hours ","30-40 hours",1,0,0,0,0,1,0,0,1,1,"No changes","No changes",1,0,1,1,0,0,0,0,0,0,0,0,"Good","Some challenges",138026.737144727,154992.807667184,130361.94983432,"(45,55]","2","0","(3050,3150]",2021,"January"
"640","Yes",100,"Agreed","Never","Always","less than 10 hours  ","less than 10 hours",1,0,0,1,0,0,0,0,1,0,"No changes","Varying",0,0,1,0,0,1,1,0,0,1,0,0,"Good","Some challenges",161996.495970543,158169.791953194,131935.573329163,"(24,45]","1","2","(3050,3150]",2021,"January"
"641","Yes",100,"Agreed","Never","Always","10-20 hours  ","40+ hours",1,0,0,0,0,0,0,0,1,0,"Unpredictable","Unpredictable",1,0,0,0,1,0,1,0,0,1,0,0,"Some challenges","Good",90637.5115944711,82390.2877578383,63900.9777633015,"(24,45]","More than 3","0","(3000,3050]",2021,"January"
"642","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,1,0,1,0,1,0,0,1,0,"Unpredictable","Varying",0,0,1,1,1,0,1,0,0,0,0,0,"Some challenges","Good",69567.3855094473,71198.5837713499,51183.5128507236,"(45,55]","2","0","(3050,3150]",2021,"January"
"643","Yes",100,"Agreed","Never","About half the time","40+ hours ","20-30 hours",1,1,1,1,0,1,1,1,1,0,"Some small changes","Unpredictable",1,0,0,0,0,1,0,0,0,0,0,1,"Good","Good",116497.945092985,123362.235624094,104467.834933917,"(24,45]","3","0","(3150,3250]",2021,"January"
"644","Yes",100,"Agreed","Never","Most of the time","40+ hours ","less than 10 hours",1,0,1,0,0,1,0,0,0,0,"Some small changes","No changes",1,0,1,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",206506.835529458,197084.935732472,185229.403935318,"(24,45]","1","0","(3000,3050]",2021,"January"
"645","Yes",100,"Agreed","Never","Didn't work","40+ hours ","40+ hours",1,0,1,0,0,0,0,0,1,0,"Some small changes","Varying",1,0,1,0,0,0,1,0,0,0,0,0,"Good","Good",117382.703554997,123911.326553429,107546.211920021,"(55,80]","3","2","(3000,3050]",2021,"January"
"646","Yes",100,"Agreed","About half the time","Always","20-30 hours  ","30-40 hours",1,1,0,0,0,1,0,0,0,1,"No changes","Some small changes",1,0,0,0,0,0,1,0,0,1,0,1,"Some challenges","Good",119829.93209193,108503.463632307,100439.062647057,"(55,80]","2","1","(3150,3250]",2021,"January"
"647","Yes",100,"Agreed","Never","Sometimes","30-40 hours  ","40+ hours",1,0,0,0,0,0,0,0,1,0,"No changes","Some small changes",0,0,1,1,0,0,0,0,0,1,0,0,"Significant challenges","Significant challenges",188526.248982596,188399.46765102,173737.168392629,"(24,45]","1","0","(3150,3250]",2021,"January"
"648","Yes",100,"Agreed","Always","Always","less than 10 hours  ","20-30 hours",1,0,0,0,0,0,0,0,1,0,"Varying","Some small changes",0,0,0,0,0,1,1,1,0,0,1,0,"Some challenges","Good",165476.35543054,147728.091456884,133115.622301378,"(45,55]","1","1","(3050,3150]",2021,"January"
"649","Yes",100,"Agreed","Never","Always","10-20 hours  ","Didn't work",0,0,0,0,0,0,0,0,1,0,"Some small changes","Some small changes",0,0,0,0,0,0,0,0,0,1,0,1,"Good","Good",-2414.77951655298,167735.208573888,164871.675878152,"(45,55]","2","0","(3150,3250]",2021,"January"
"650","Yes",100,"Agreed","Most of the time","Always","40+ hours ","Didn't work",0,0,1,0,0,1,0,0,1,0,"Varying","Varying",0,0,1,1,1,0,0,0,0,0,0,0,"Good","Good",92767.7655102628,99125.713433522,78941.4993408922,"(55,80]","3","0","(3050,3150]",2021,"January"
"651","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",0,0,0,0,0,0,0,0,1,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",81824.9573676167,61867.32035615,45913.7600139576,"(24,45]","1","1","(3150,3250]",2021,"January"
"652","Yes",100,"Agreed","Most of the time","Didn't work","20-30 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,0,0,0,0,0,1,1,"Good","Significant challenges",59019.2214782963,-1483.05342119896,47776.1974239985,"(45,55]","3","2","(3050,3150]",2021,"January"
"653","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,1,NA,NA,NA,NA,NA,"Unpredictable",NA,1,0,1,0,0,0,1,0,0,1,0,0,"Good","Good",83545.0394961312,-1207.7828927571,75413.7930575613,"(55,80]","2","More than 2","(3050,3150]",2021,"January"
"654","Yes",100,"Agreed","Never","Sometimes","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,1,0,"Unpredictable","Varying",1,1,0,1,0,1,1,0,0,1,0,0,"Some challenges","Some challenges",197645.255861774,193314.247351656,175809.669458396,"(55,80]","1","1","(3050,3150]",2021,"January"
"655","Yes",100,"Agreed","About half the time","Never","40+ hours ","40+ hours",1,0,1,1,0,0,1,1,1,0,"No changes","Unpredictable",0,1,1,1,0,0,0,0,0,1,0,1,"Good","Significant challenges",178156.762834878,187375.077241089,167833.601506791,"(55,80]","1","1","(3050,3150]",2021,"January"
"656","Yes",100,"Agreed","Never","Always","20-30 hours  ","less than 10 hours",1,0,0,0,1,1,0,1,1,0,"Varying","Varying",0,0,1,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",98959.8467762379,92005.4911357989,77626.3830887345,"(24,45]","3","More than 2","(3000,3050]",2021,"January"
"657","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,0,0,0,"Significant challenges","Significant challenges",-499.075270926931,-0.414537404435021,143592.393183395,"(45,55]","2","0","(3050,3150]",2021,"January"
"658","Yes",100,"Agreed","Never","Didn't work","less than 10 hours  ","Didn't work",1,0,1,1,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,0,1,0,0,0,1,0,"Significant challenges","Good",111757.076022377,-3796.16635687396,100610.810758528,"(45,55]","1","1","(3150,3250]",2021,"January"
"659","Yes",100,"Agreed","Didn't work","Always","less than 10 hours  ","Didn't work",1,0,0,1,0,0,0,0,1,0,"Varying","Some small changes",0,0,0,0,1,0,0,0,0,1,0,0,"Significant challenges","Good",157694.583759349,149989.331595922,134822.639641083,"(55,80]","More than 3","2","(3050,3150]",2021,"January"
"660","Yes",100,"Agreed","About half the time","Always","40+ hours ","20-30 hours",0,0,0,0,0,0,1,0,0,1,"No changes","Varying",0,0,1,0,0,1,0,0,0,1,1,0,"Good","Good",84192.9455243821,86034.1196794138,63172.0784636352,"(55,80]","1","0","(3050,3150]",2021,"January"
"661","Yes",100,"Agreed","Always","Never","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,1,1,"Some small changes","Unpredictable",0,1,1,1,0,0,1,0,0,0,0,0,"Good","Good",115218.725353478,106635.152379018,93732.5360412928,"(45,55]","1","0","(3050,3150]",2021,"January"
"662","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,1,0,1,1,0,0,0,0,"Good","Good",169730.165100826,-867.468266180277,153969.824637217,"(15,24]","1","0","(3050,3150]",2021,"January"
"663","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",1,0,1,0,0,0,0,1,1,0,"No changes","Varying",0,1,1,0,0,0,1,1,0,0,1,0,"Good","Significant challenges",116309.881753662,117460.975311947,106348.449603869,"(55,80]","2","2","(3050,3150]",2021,"January"
"664","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Some small changes","No changes",0,1,0,1,1,0,0,0,0,1,0,0,"Some challenges","Significant challenges",191382.539224384,196102.274932093,173682.672636818,"(24,45]","3","1","(3000,3050]",2021,"January"
"665","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",0,0,0,0,0,0,0,1,0,0,"Some small changes","Unpredictable",0,0,1,1,0,1,1,1,0,0,1,0,"Good","Good",160076.600093579,167164.404947514,145138.118582412,"(55,80]","1","More than 2","(3050,3150]",2021,"January"
"666","Yes",100,"Agreed","Sometimes","Always","40+ hours ","20-30 hours",1,0,0,0,0,1,0,1,1,0,"Some small changes","Varying",0,0,1,0,0,0,0,0,0,1,0,1,"Good","Good",78850.4044534295,86151.4721504128,63385.4135700453,"(24,45]","1","1","(3150,3250]",2021,"January"
"667","Yes",100,"Agreed","Always","Didn't work","10-20 hours  ","Didn't work",0,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,1,0,0,1,0,0,0,0,1,"Good","Good",217331.748271517,-3624.69227291716,185734.664729946,"(24,45]","1","1","(3150,3250]",2021,"January"
"668","Yes",100,"Agreed","Always","Always","20-30 hours  ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Some small changes","Varying",1,0,1,0,0,0,0,0,1,0,0,1,"Significant challenges","Good",75256.6989133579,70779.7122525073,61307.1388787002,"(45,55]","2","2","(3050,3150]",2021,"January"
"669","Yes",100,"Agreed","Never","Sometimes","10-20 hours  ","less than 10 hours",1,0,0,0,0,1,0,1,1,0,"Varying","Unpredictable",1,1,1,0,0,0,1,0,0,1,1,1,"Good","Significant challenges",197651.251601541,211966.559479422,193919.375964529,"(45,55]","2","1","(3050,3150]",2021,"January"
"670","Yes",100,"Agreed","Always","Always","less than 10 hours  ","40+ hours",1,0,0,0,1,0,0,0,1,0,"Some small changes","Varying",0,1,1,1,1,0,0,0,0,1,0,0,"Good","Significant challenges",104869.236580095,100114.904153043,82631.7031797514,"(24,45]","2","2","(3150,3250]",2021,"January"
"671","Yes",100,"Agreed","Sometimes","Didn't work","Didn't work","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,1,0,1,0,0,1,0,0,0,1,0,0,"Significant challenges","Good",119809.895211845,8098.08595069554,91217.6679832526,"(24,45]","1","0","(3150,3250]",2021,"January"
"672","Yes",100,"Agreed","Most of the time","Most of the time","40+ hours ","20-30 hours",1,0,0,0,0,0,1,0,1,0,"No changes","Varying",0,0,0,0,1,0,0,0,0,0,0,1,"Good","Significant challenges",135763.601971048,130661.88758099,124993.63888526,"(45,55]","2","0","(3050,3150]",2021,"January"
"673","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",1,0,0,0,0,1,0,0,0,0,"No changes","Varying",0,1,1,1,0,1,0,0,0,1,0,0,"Good","Significant challenges",117325.835620707,116749.3669187,100302.816746235,"(45,55]","2","1","(3150,3250]",2021,"January"
"674","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"Some small changes","Varying",1,0,0,0,0,0,0,0,0,1,0,1,"Significant challenges","Some challenges",-2229.43380043726,162629.883160831,125898.582613121,"(55,80]","1","2","(3000,3050]",2021,"January"
"675","Yes",100,"Agreed","Didn't work","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,1,"Varying","Unpredictable",0,0,0,0,0,0,0,0,0,1,0,0,"Significant challenges","Some challenges",93728.3170170071,96330.3886314183,72155.4026473377,"(45,55]","1","1","(3000,3050]",2021,"January"
"676","Yes",100,"Agreed","Always","Always","less than 10 hours  ","Didn't work",1,0,1,0,0,0,0,0,1,0,"Unpredictable","Varying",1,0,1,0,1,0,0,1,0,1,1,1,"Good","Significant challenges",101381.832879768,104595.94553471,87645.5249312602,"(24,45]","1","0","(3150,3250]",2021,"January"
"677","Yes",100,"Agreed","Always","Always","40+ hours ","30-40 hours",1,0,1,0,1,0,0,1,1,0,"Unpredictable","Unpredictable",1,1,1,1,0,0,1,0,0,1,0,0,"Good","Significant challenges",105262.638877986,107654.701552132,94356.5100941292,"(24,45]","2","2","(3050,3150]",2021,"January"
"678","Yes",100,"Agreed","About half the time","Always","10-20 hours  ","Didn't work",1,1,0,0,0,0,0,1,1,0,"No changes","Some small changes",1,0,1,0,1,0,0,0,0,1,0,1,"Significant challenges","Good",255183.221457281,249461.468315605,236572.313112987,"(55,80]","3","1","(3000,3050]",2021,"January"
"679","Yes",100,"Agreed","Sometimes","Always","40+ hours ","10-20 hours",1,0,1,0,0,0,0,0,0,0,"No changes","Some small changes",0,0,1,1,0,0,0,0,0,1,0,1,"Good","Some challenges",152268.597511525,137353.213444678,120195.762894265,"(55,80]","3","1","(3150,3250]",2021,"January"
"680","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,1,1,0,0,1,0,1,"Good","Some challenges",145612.878524725,152.665558405345,113317.037239515,"(45,55]","1","1","(3000,3050]",2021,"January"
"681","Yes",100,"Agreed","Never","Didn't work","less than 10 hours  ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,0,0,0,0,0,"Good","Some challenges",70441.5112839212,1854.58478211271,52719.6701840094,"(45,55]","2","2","(3050,3150]",2021,"January"
"682","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,1,0,1,0,0,1,1,0,"Significant challenges","Good",136401.110982924,425.92144854571,130455.400946152,"(55,80]","1","1","(3050,3150]",2021,"January"
"683","Yes",100,"Agreed","Most of the time","Never","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,0,0,"Unpredictable","Varying",1,0,0,0,0,0,0,0,0,1,0,0,"Some challenges","Good",176938.931700255,179808.356707338,159560.96196518,"(24,45]","1","0","(3050,3150]",2021,"January"
"684","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",1,0,0,0,0,1,0,1,1,0,"No changes","Some small changes",1,0,0,0,0,0,1,0,0,1,0,0,"Some challenges","Good",37551.4410718007,46731.8344124276,28892.5776312167,"(45,55]","3","1","(3150,3250]",2021,"January"
